,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
124,. John Brown,ARI,0,1,1,0,0,0,0,0,0,0,0,13,2016
125,. Isaiah Burse,LAC,0,0,0,0,0,0,0,0,0,0,0,13,2016
126,. Jeremy Butler,LAC,0,0,0,0,0,0,0,0,0,0,0,13,2016
127,. Brandon Coleman,NO,0,0,0,0,0,0,0,0,0,0,0,13,2016
128,. Keith Mumphery,HOU,0,0,0,0,0,0,0,0,0,0,0,13,2016
129,. Jordan Taylor,DEN,0,0,0,0,0,0,0,0,0,0,0,13,2016
130,. Bradley Marquez,LAR,0,1,1,0,0,0,0,0,0,0,0,13,2016
131,. Chris Conley,KC,0,2,2,0,0,0,0,0,0,0,0,13,2016
132,. Dezmin Lewis,BUF,0,1,1,0,0,0,0,0,0,0,0,13,2016
133,. S. Coates Jr.,PIT,0,0,0,0,0,0,0,0,0,0,0,13,2016
134,. L. Treadwell,MIN,0,2,2,0,0,0,0,0,0,0,0,13,2016
135,. Braxton Miller,HOU,0,2,2,0,0,0,0,0,0,0,0,13,2016
136,. Leonte Carroo,MIA,0,1,1,0,0,0,0,0,0,0,0,13,2016
137,. Aaron Burbridge,SF,0,0,0,0,0,0,0,0,0,0,0,13,2016
138,. Mike Thomas,LAR,0,1,1,0,0,0,0,0,0,0,0,13,2016
139,. Charone Peake,NYJ,0,2,2,0,0,0,0,0,0,0,0,13,2016
140,. D. Robinson,KC,0,0,0,0,0,0,0,0,0,0,0,13,2016
141,. D. Braverman,CHI,0,0,0,0,0,0,0,0,0,0,0,13,2016
142,. Jakeem Grant,MIA,0,0,0,0,0,0,0,0,0,0,0,13,2016
143,. Bryce Treggs,PHI,0,0,0,0,0,0,0,0,0,0,0,13,2016
144,. Johnny Holton,LVR,0,0,0,0,0,0,0,0,0,0,0,13,2016
145,. Kalif Raymond,DEN,0,0,0,0,0,0,0,0,0,0,0,13,2016
146,. Tommylee Lewis,NO,0,0,0,0,0,0,0,0,0,0,0,13,2016
147,. Chester Rogers,IND,0,0,0,0,0,0,0,0,0,0,0,13,2016
148,. G. Allison,GB,0,0,0,0,0,0,0,0,0,0,0,13,2016
0,Chris Hogan,NE,19.6,9,7,5,129,1,2,7,0,0,0,14,2016
1,J.J. Nelson,ARI,18.4,3,2,1,8,1,1,56,1,0,0,14,2016
2,T.Y. Hilton,IND,17.5,13,13,9,115,1,0,0,0,0,0,14,2016
3,Davante Adams,GB,16.4,6,6,4,104,1,0,0,0,0,0,14,2016
4,DeSean Jackson,WAS,16.2,4,4,3,102,1,0,0,0,0,0,14,2016
5,Jordy Nelson,GB,16.1,7,7,6,41,2,0,0,0,0,0,14,2016
6,E. Sanders,DEN,16,14,14,11,100,1,0,0,0,0,0,14,2016
7,Kenny Stills,MIA,15.7,7,7,6,97,1,0,0,0,0,0,14,2016
8,O. Beckham Jr.,NYG,15.4,9,9,4,94,1,0,0,0,0,1,14,2016
9, Taylor Gabriel,ATL,14.2,7,6,3,82,1,1,0,0,0,0,14,2016
10, T. Williams,DAL,13.6,6,6,5,76,1,0,0,0,0,0,14,2016
11, C. Meredith,CHI,13.2,8,8,6,72,1,0,0,0,0,0,14,2016
12, Dontrelle Inman,LAC,13.1,7,7,6,71,1,0,0,0,0,0,14,2016
13, Tyreek Hill,KC,12.8,7,6,6,66,1,1,2,0,0,1,14,2016
14, D. Thomas,DEN,12.6,16,16,10,126,0,0,0,0,0,0,14,2016
15, Pierre Garcon,WAS,11.9,6,6,5,59,1,0,0,0,0,0,14,2016
16, Sammy Watkins,BUF,11.4,6,6,4,54,1,0,0,0,0,0,14,2016
17, Marqise Lee,JAC,11.3,8,8,5,113,0,0,0,0,0,0,14,2016
18, Robby Anderson,NYJ,11.1,13,11,6,99,0,2,12,0,0,0,14,2016
19, Anquan Boldin,DET,10.9,6,6,3,49,1,0,0,0,0,0,14,2016
20, Jarvis Landry,MIA,10.3,6,6,4,103,0,0,0,0,0,1,14,2016
21, Adam Thielen,MIN,10.1,5,5,4,101,0,0,0,0,0,0,14,2016
22, M. Mitchell,NE,10.1,5,5,4,41,1,0,0,0,0,0,14,2016
23, Tanner McEvoy,SEA,10.1,3,3,3,41,1,0,0,0,0,0,14,2016
24, Devin Funchess,CAR,9.3,5,5,2,33,1,0,0,0,0,0,14,2016
25, Bryan Walters,JAC,9.1,4,4,4,31,1,0,0,0,0,0,14,2016
26, Tavon Austin,LAR,8.9,13,11,7,62,0,2,27,0,0,0,14,2016
27, Tyler Boyd,CIN,8.9,8,6,6,49,0,2,40,0,0,0,14,2016
28, Willie Snead,NO,8.5,8,8,6,85,0,0,0,0,0,0,14,2016
29, Kenny Britt,LAR,8.2,12,12,7,82,0,0,0,0,0,0,14,2016
30, Jordan Matthews,PHI,7.9,10,10,8,79,0,0,0,0,0,0,14,2016
31, Jeff Janis,GB,7.9,1,0,0,0,0,1,19,1,0,0,14,2016
32, Antonio Brown,PIT,7.8,11,11,5,78,0,0,0,0,0,0,14,2016
33, Julian Edelman,NE,7.3,15,15,7,73,0,0,0,0,0,0,14,2016
34, Chris Conley,KC,7,3,3,2,70,0,0,0,0,0,0,14,2016
35, Brittan Golden,ARI,6.9,1,1,1,9,1,0,0,0,0,0,14,2016
36, Justin Hardy,ATL,6.9,2,2,2,9,1,0,0,0,0,0,14,2016
37, Tyrell Williams,LAC,6.8,5,5,2,68,0,0,0,0,0,0,14,2016
38, Marvin Jones,DET,6.7,5,5,4,67,0,0,0,0,0,0,14,2016
39, Brandin Cooks,NO,6.1,10,10,5,61,0,0,0,0,0,0,14,2016
40, Steve Smith,BAL,5.7,6,6,4,57,0,0,0,0,0,0,14,2016
41, Golden Tate,DET,5.7,12,11,6,58,0,1,-1,0,0,0,14,2016
42, Tyler Lockett,SEA,5.6,8,6,4,41,0,2,15,0,0,0,14,2016
43, Stefon Diggs,MIN,5.5,5,5,3,55,0,0,0,0,0,0,14,2016
44, Mike Wallace,BAL,5.2,8,8,5,52,0,0,0,0,0,0,14,2016
45, B. Perriman,BAL,5.2,4,4,3,52,0,0,0,0,0,0,14,2016
46, Jeremy Kerley,SF,5,8,8,5,50,0,0,0,0,0,0,14,2016
47, Nick Williams,ATL,4.9,5,5,4,49,0,0,0,0,0,0,14,2016
48, Brandon Coleman,NO,4.7,8,8,5,47,0,0,0,0,0,0,14,2016
49, Doug Baldwin,SEA,4.6,11,11,6,46,0,0,0,0,0,0,14,2016
50, Josh Bellamy,CHI,4.5,7,7,3,45,0,0,0,0,0,0,14,2016
51, A. Robinson,ATL,4.2,6,6,3,42,0,0,0,0,0,0,14,2016
52, Mike Evans,TB,4.2,8,8,4,42,0,0,0,0,0,0,14,2016
53, Cole Beasley,DAL,4.1,7,7,4,41,0,0,0,0,0,0,14,2016
54, S. Shepard,NYG,3.9,4,4,3,39,0,0,0,0,0,0,14,2016
55, Jamison Crowder,WAS,3.7,5,5,2,37,0,0,0,0,0,0,14,2016
56, B. Marshall,NYJ,3.3,5,5,3,33,0,0,0,0,0,0,14,2016
57, Randall Cobb,GB,3.3,3,3,3,33,0,0,0,0,0,0,14,2016
58, DeAndre Hopkins,HOU,3.3,4,4,2,33,0,0,0,0,0,0,14,2016
59, Quinton Patton,SF,3.1,6,6,4,31,0,0,0,0,0,0,14,2016
60, Robert Woods,BUF,2.9,3,3,1,29,0,0,0,0,0,0,14,2016
61, Quincy Enunwa,NYJ,2.9,7,7,3,29,0,0,0,0,0,0,14,2016
62, Amari Cooper,LVR,2.9,10,10,5,29,0,0,0,0,0,0,14,2016
63, Deonte Thompson,CHI,2.8,4,4,2,28,0,0,0,0,0,0,14,2016
64, Corey Coleman,CLE,2.7,12,11,3,26,0,1,1,0,0,0,14,2016
65, Ted Ginn Jr.,CAR,2.6,6,4,2,21,0,2,5,0,0,0,14,2016
66, R. Matthews,TEN,2.6,3,3,1,26,0,0,0,0,0,0,14,2016
67, Brandon LaFell,CIN,2.2,6,6,3,22,0,0,0,0,0,0,14,2016
68, Josh Huff,TB,2.2,3,2,1,17,0,1,5,0,0,0,14,2016
69, Nelson Agholor,PHI,2.2,4,4,2,22,0,0,0,0,0,0,14,2016
70, Will Fuller,HOU,2.2,4,4,2,22,0,0,0,0,0,0,14,2016
71, Pharoh Cooper,LAR,2.2,3,3,3,22,0,0,0,0,0,0,14,2016
72, M. Crabtree,LVR,2.1,7,7,4,21,0,0,0,0,0,0,14,2016
73, Chester Rogers,IND,2.1,2,2,1,21,0,0,0,0,0,0,14,2016
74, Eli Rogers,PIT,2,3,3,3,20,0,0,0,0,0,0,14,2016
75, Shane Wynn,JAC,1.9,3,3,1,19,0,0,0,0,0,0,14,2016
76, Phillip Dorsett,IND,1.9,8,8,3,19,0,0,0,0,0,0,14,2016
77, Michael Floyd,ARI,1.8,3,3,2,18,0,0,0,0,0,0,14,2016
78, C. Patterson,MIN,1.8,4,4,3,18,0,0,0,0,0,0,14,2016
79, Jordan Taylor,DEN,1.8,4,4,3,18,0,0,0,0,0,0,14,2016
80, Russell Shepard,TB,1.7,3,3,1,17,0,0,0,0,0,0,14,2016
81, A. Robinson II,JAC,1.7,3,3,1,17,0,0,0,0,0,0,14,2016
82, Philly Brown,CAR,1.7,4,3,1,8,0,1,9,0,0,0,14,2016
83, Jeremy Maclin,KC,1.6,3,3,1,16,0,0,0,0,0,0,14,2016
84, Cody Latimer,DEN,1.6,2,2,1,16,0,0,0,0,0,0,14,2016
85, Keith Mumphery,HOU,1.6,2,2,2,16,0,0,0,0,0,0,14,2016
86, Mike Thomas,LAR,1.6,1,1,1,16,0,0,0,0,0,1,14,2016
87, Alex Erickson,CIN,1.6,2,2,1,16,0,0,0,0,0,0,14,2016
88, Paul Turner,PHI,1.6,2,2,1,16,0,0,0,0,0,0,14,2016
89, Cobi Hamilton,PIT,1.5,2,2,1,15,0,0,0,0,0,0,14,2016
90, DeVante Parker,MIA,1.4,3,3,2,14,0,0,0,0,0,0,14,2016
91, L. Fitzgerald,ARI,1.2,9,9,3,12,0,0,0,0,0,0,14,2016
92, Seth Roberts,LVR,1.2,9,9,2,12,0,0,0,0,0,0,14,2016
93, Kelvin Benjamin,CAR,1.1,4,4,1,11,0,0,0,0,0,0,14,2016
94, Harry Douglas,TEN,1,2,2,1,10,0,0,0,0,0,0,14,2016
95, Dez Bryant,DAL,1,9,9,1,10,0,0,0,0,0,1,14,2016
96, Kamar Aiken,BAL,1,4,4,1,10,0,0,0,0,0,0,14,2016
97, Brian Quick,LAR,1,3,3,1,10,0,0,0,0,0,0,14,2016
98, Charone Peake,NYJ,1,2,2,1,10,0,0,0,0,0,0,14,2016
99,. Chris Harper,SF,0.8,5,5,1,8,0,0,0,0,0,0,14,2016
100,. Cody Core,CIN,0.8,2,2,1,8,0,0,0,0,0,0,14,2016
101,. Rod Streater,SF,0.7,1,1,1,7,0,0,0,0,0,0,14,2016
102,. Jermaine Kearse,SEA,0.7,6,6,1,7,0,0,0,0,0,0,14,2016
103,. C. Johnson,MIN,0.6,1,1,1,6,0,0,0,0,0,0,14,2016
104,. Bennie Fowler,DEN,0.5,4,4,1,5,0,0,0,0,0,0,14,2016
105,. Chris Moore,BAL,0.5,1,1,1,5,0,0,0,0,0,0,14,2016
106,. Victor Cruz,NYG,0.4,4,4,1,4,0,0,0,0,0,0,14,2016
107,. Andrew Hawkins,CLE,0.4,1,1,1,4,0,0,0,0,0,0,14,2016
108,. Terrelle Pryor,CLE,0.3,3,3,1,3,0,0,0,0,0,0,14,2016
109,. D. Thomas,KC,0.1,1,1,1,1,0,0,0,0,0,0,14,2016
110,. Travis Benjamin,LAC,-0.2,4,3,0,0,0,1,-2,0,0,0,14,2016
111,. Devin Hester,BAL,0,0,0,0,0,0,0,0,0,0,0,14,2016
112,. Eric Weems,ATL,0,0,0,0,0,0,0,0,0,0,0,14,2016
113,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,1,14,2016
114,. Brandon Tate,BUF,0,0,0,0,0,0,0,0,0,0,0,14,2016
115,. Andre Roberts,DET,0,2,2,0,0,0,0,0,0,0,0,14,2016
116,. Arrelious Benn,JAC,0,1,1,0,0,0,0,0,0,0,0,14,2016
117,. Marc Mariani,TEN,0,0,0,0,0,0,0,0,0,0,0,14,2016
118,. Joe Webb,CAR,0,0,0,0,0,0,0,0,0,0,0,14,2016
119,. Torrey Smith,SF,0,1,1,0,0,0,0,0,0,0,0,14,2016
120,. Dwayne Harris,NYG,0,0,0,0,0,0,0,0,0,0,0,14,2016
121,. Andre Holmes,LVR,0,1,1,0,0,0,0,0,0,0,0,14,2016
122,. Brenton Bersin,CAR,0,0,0,0,0,0,0,0,0,0,0,14,2016
123,. M. Thomas,MIA,0,0,0,0,0,0,0,0,0,0,0,14,2016
124,. Jarius Wright,MIN,0,0,0,0,0,0,0,0,0,0,0,14,2016
125,. M. Goodwin,BUF,0,2,2,0,0,0,0,0,0,0,0,14,2016
126,. Justin Hunter,BUF,0,0,0,0,0,0,0,0,0,0,0,14,2016
127,. Brice Butler,DAL,0,1,1,0,0,0,0,0,0,0,0,14,2016
128,. Donte Moncrief,IND,0,4,4,0,0,0,0,0,0,0,0,14,2016
129,. Paul Richardson,SEA,0,0,0,0,0,0,0,0,0,0,0,14,2016
130,. John Brown,ARI,0,0,0,0,0,0,0,0,0,0,0,14,2016
131,. Ryan Grant,WAS,0,0,0,0,0,0,0,0,0,0,0,14,2016
132,. Isaiah Burse,LAC,0,0,0,0,0,0,0,0,0,0,0,14,2016
133,. Jeremy Butler,LAC,0,0,0,0,0,0,0,0,0,0,0,14,2016
134,. Freddie Martino,TB,0,1,1,0,0,0,0,0,0,0,0,14,2016
135,. Albert Wilson,KC,0,1,1,0,0,0,0,0,0,0,0,14,2016
136,. Bradley Marquez,LAR,0,0,0,0,0,0,0,0,0,0,0,14,2016
137,. Devin Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,14,2016
138,. Jason X. Jones,MIA,0,0,0,0,0,0,0,0,0,0,0,14,2016
139,. Donteea Dye,TB,0,0,0,0,0,0,0,0,0,0,0,14,2016
140,. S. Coates Jr.,PIT,0,0,0,0,0,0,0,0,0,0,0,14,2016
141,. Tre McBride,TEN,0,0,0,0,0,0,0,0,0,0,0,14,2016
142,. L. Treadwell,MIN,0,0,0,0,0,0,0,0,0,0,0,14,2016
143,. Leonte Carroo,MIA,0,0,0,0,0,0,0,0,0,0,0,14,2016
144,. Aaron Burbridge,SF,0,0,0,0,0,0,0,0,0,0,0,14,2016
145,. Rashard Higgins,CLE,0,0,0,0,0,0,0,0,0,0,0,14,2016
146,. Ricardo Louis,CLE,0,0,0,0,0,0,0,0,0,0,0,14,2016
147,. D. Robinson,KC,0,0,0,0,0,0,0,0,0,0,0,14,2016
148,. Tajae Sharpe,TEN,0,1,1,0,0,0,0,0,0,0,0,14,2016
149,. D. Braverman,CHI,0,1,1,0,0,0,0,0,0,0,0,14,2016
150,. Jakeem Grant,MIA,0,0,0,0,0,0,0,0,0,0,0,14,2016
151,. Bryce Treggs,PHI,0,0,0,0,0,0,0,0,0,0,0,14,2016
152,. Johnny Holton,LVR,0,0,0,0,0,0,0,0,0,0,0,14,2016
153,. Kalif Raymond,DEN,0,0,0,0,0,0,0,0,0,0,0,14,2016
154,. Roger Lewis,NYG,0,1,1,0,0,0,0,0,0,0,0,14,2016
155,. Tommylee Lewis,NO,0,0,0,0,0,0,0,0,0,0,0,14,2016
156,. G. Allison,GB,0,0,0,0,0,0,0,0,0,0,0,14,2016
157,. Maurice Harris,WAS,0,0,0,0,0,0,0,0,0,0,0,14,2016
158,. Jake Lampman,NO,0,0,0,0,0,0,0,0,0,0,0,14,2016
0,Brandin Cooks,NO,30.6,8,8,7,186,2,0,0,0,0,0,15,2016
1,Tyler Lockett,SEA,19,8,8,7,130,1,0,0,0,0,0,15,2016
2,Jarvis Landry,MIA,16.8,4,4,3,108,1,0,0,0,0,0,15,2016
3,Alshon Jeffery,CHI,14.9,9,9,6,89,1,0,0,0,0,0,15,2016
4,John Brown,ARI,14.1,6,6,5,81,1,0,0,0,0,0,15,2016
5,Robby Anderson,NYJ,14,6,6,4,80,1,0,0,0,0,0,15,2016
6,Eli Rogers,PIT,13.5,6,6,5,75,1,0,0,0,0,0,15,2016
7,O. Beckham Jr.,NYG,13.3,9,8,6,64,1,1,9,0,0,0,15,2016
8,Tyreek Hill,KC,12.8,4,3,0,0,0,1,68,1,0,1,15,2016
9, Ted Ginn Jr.,CAR,12.4,8,8,4,64,1,0,0,0,0,0,15,2016
10, Jordy Nelson,GB,12.4,10,10,7,124,0,0,0,0,0,0,15,2016
11, Golden Tate,DET,12.2,13,13,8,122,0,0,0,0,0,0,15,2016
12, M. Crabtree,LVR,12,8,8,6,60,1,0,0,0,0,0,15,2016
13, Taylor Gabriel,ATL,12,6,6,3,60,1,0,0,0,0,0,15,2016
14, Travis Benjamin,LAC,11.6,3,3,2,56,1,0,0,0,0,0,15,2016
15, S. Shepard,NYG,11.6,5,5,4,56,1,0,0,0,0,0,15,2016
16, Kenny Stills,MIA,11.2,3,3,1,52,1,0,0,0,0,0,15,2016
17, Michael Thomas,NO,11.2,10,10,7,52,1,0,0,0,0,0,15,2016
18, DeSean Jackson,WAS,11.1,10,10,7,111,0,0,0,0,0,0,15,2016
19, A. Robinson,ATL,11.1,5,5,4,111,0,0,0,0,0,0,15,2016
20, Deonte Thompson,CHI,11,10,10,8,110,0,0,0,0,0,0,15,2016
21, Phillip Dorsett,IND,11,1,1,1,50,1,0,0,0,0,0,15,2016
22, Adam Humphries,TB,10.9,5,5,2,49,1,0,0,0,0,0,15,2016
23, R. Matthews,TEN,10.5,10,10,4,105,0,0,0,0,0,1,15,2016
24, C. Meredith,CHI,10.4,13,13,9,104,0,0,0,0,0,0,15,2016
25, Steve Smith,BAL,10,7,7,2,40,1,0,0,0,0,0,15,2016
26, J.J. Nelson,ARI,9.8,11,11,5,38,1,0,0,0,0,0,15,2016
27, Doug Baldwin,SEA,9.5,6,6,5,35,1,0,0,0,0,0,15,2016
28, D. Thomas,DEN,9.1,11,11,7,91,0,0,0,0,0,0,15,2016
29, Brandon LaFell,CIN,9.1,9,9,7,91,0,0,0,0,0,0,15,2016
30, DeAndre Hopkins,HOU,8.7,17,17,8,87,0,0,0,0,0,0,15,2016
31, Jeremy Maclin,KC,8.2,8,8,6,82,0,0,0,0,0,0,15,2016
32, Dez Bryant,DAL,8.2,10,10,8,82,0,0,0,0,0,0,15,2016
33, Kamar Aiken,BAL,7.9,2,2,2,19,1,0,0,0,0,0,15,2016
34, Pierre Garcon,WAS,7.8,11,11,7,78,0,0,0,0,0,0,15,2016
35, Willie Snead,NO,7.6,11,11,8,76,0,0,0,0,0,0,15,2016
36, Julian Edelman,NE,7.5,12,12,6,75,0,0,0,0,0,0,15,2016
37, Rod Streater,SF,7.1,3,3,2,11,1,0,0,0,0,0,15,2016
38, Josh Bellamy,CHI,7,3,3,1,10,1,0,0,0,0,0,15,2016
39, Dontrelle Inman,LAC,6.8,8,8,5,68,0,0,0,0,0,0,15,2016
40, Quincy Enunwa,NYJ,6.4,9,9,5,64,0,0,0,0,0,0,15,2016
41, Mike Wallace,BAL,6,5,5,2,60,0,0,0,0,0,0,15,2016
42, Mike Evans,TB,5.9,8,8,4,59,0,0,0,0,0,0,15,2016
43, Antonio Brown,PIT,5.8,5,5,3,58,0,0,0,0,0,0,15,2016
44, L. Fitzgerald,ARI,5.7,9,9,7,57,0,0,0,0,0,1,15,2016
45, Kenny Britt,LAR,5,8,8,4,50,0,0,0,0,0,0,15,2016
46, C. Johnson,MIN,5,5,5,5,50,0,0,0,0,0,0,15,2016
47, C. Patterson,MIN,4.9,8,8,5,49,0,0,0,0,0,0,15,2016
48, E. Sanders,DEN,4.8,6,6,3,48,0,0,0,0,0,0,15,2016
49, Cole Beasley,DAL,4.8,5,5,4,48,0,0,0,0,0,0,15,2016
50, Brian Quick,LAR,4.6,5,5,3,46,0,0,0,0,0,0,15,2016
51, T.Y. Hilton,IND,4.5,7,7,3,45,0,0,0,0,0,0,15,2016
52, Mohamed Sanu,ATL,4.4,3,3,3,44,0,0,0,0,0,0,15,2016
53, M. Goodwin,BUF,4.3,4,4,3,43,0,0,0,0,0,0,15,2016
54, Philly Brown,CAR,4.2,4,4,3,42,0,0,0,0,0,0,15,2016
55, Marvin Jones,DET,4.1,5,5,3,41,0,0,0,0,0,0,15,2016
56, M. Campanaro,BAL,3.9,2,1,0,0,0,1,39,0,0,0,15,2016
57, Will Fuller,HOU,3.9,9,8,4,42,0,1,-3,0,0,1,15,2016
58, W. Williams,HOU,3.4,3,3,2,34,0,0,0,0,0,1,15,2016
59, Andrew Hawkins,CLE,3.3,1,1,1,33,0,0,0,0,0,0,15,2016
60, Brandon Tate,BUF,3,1,0,0,0,0,1,30,0,0,0,15,2016
61, T. Williams,DAL,3,4,4,3,30,0,0,0,0,0,0,15,2016
62, Victor Cruz,NYG,2.9,2,2,1,29,0,0,0,0,0,0,15,2016
63, Aaron Burbridge,SF,2.9,3,3,2,29,0,0,0,0,0,0,15,2016
64, Jeremy Kerley,SF,2.8,8,8,5,28,0,0,0,0,0,0,15,2016
65, Amari Cooper,LVR,2.8,3,3,1,28,0,0,0,0,0,0,15,2016
66, Tavon Austin,LAR,2.7,7,5,3,14,0,2,13,0,0,0,15,2016
67, Jordan Matthews,PHI,2.7,11,11,6,27,0,0,0,0,0,0,15,2016
68, Seth Roberts,LVR,2.7,3,3,2,27,0,0,0,0,0,0,15,2016
69, Bryan Walters,JAC,2.6,5,5,2,26,0,0,0,0,0,0,15,2016
70, Chris Harper,SF,2.6,3,3,3,26,0,0,0,0,0,0,15,2016
71, Davante Adams,GB,2.5,6,6,2,25,0,0,0,0,0,0,15,2016
72, Freddie Martino,TB,2.5,1,1,1,25,0,0,0,0,0,0,15,2016
73, Jamison Crowder,WAS,2.4,5,5,4,24,0,0,0,0,0,1,15,2016
74, Corey Coleman,CLE,2.4,4,4,3,24,0,0,0,0,0,0,15,2016
75, Chester Rogers,IND,2.4,5,5,3,24,0,0,0,0,0,0,15,2016
76, Andre Holmes,LVR,2.3,1,1,1,23,0,0,0,0,0,0,15,2016
77, Brittan Golden,ARI,2.3,2,2,2,23,0,0,0,0,0,1,15,2016
78, Cobi Hamilton,PIT,2.1,2,2,1,21,0,0,0,0,0,0,15,2016
79, Brice Butler,DAL,2.1,1,1,1,21,0,0,0,0,0,0,15,2016
80, Pharoh Cooper,LAR,2.1,3,3,3,21,0,0,0,0,0,0,15,2016
81, Kelvin Benjamin,CAR,2,4,4,2,20,0,0,0,0,0,0,15,2016
82, Tyrell Williams,LAC,2,9,9,4,20,0,0,0,0,0,0,15,2016
83, Terrelle Pryor,CLE,1.9,8,8,4,19,0,0,0,0,0,0,15,2016
84, Kendall Wright,TEN,1.9,2,2,2,19,0,0,0,0,0,0,15,2016
85, Russell Shepard,TB,1.9,3,3,1,19,0,0,0,0,0,0,15,2016
86, S. Coates Jr.,PIT,1.9,6,4,1,10,0,2,9,0,0,0,15,2016
87, Chris Hogan,NE,1.8,2,2,1,18,0,0,0,0,0,0,15,2016
88, Charone Peake,NYJ,1.8,4,4,2,18,0,0,0,0,0,0,15,2016
89, DeVante Parker,MIA,1.7,3,3,1,17,0,0,0,0,0,0,15,2016
90, B. Marshall,NYJ,1.6,11,11,1,16,0,0,0,0,0,0,15,2016
91, Justin Hunter,BUF,1.6,3,3,1,16,0,0,0,0,0,0,15,2016
92, Justin Hardy,ATL,1.6,2,2,1,16,0,0,0,0,0,0,15,2016
93, A. Robinson II,JAC,1.5,8,8,2,15,0,0,0,0,0,0,15,2016
94, Jordan Taylor,DEN,1.5,1,1,1,15,0,0,0,0,0,0,15,2016
95, M. Mitchell,NE,1.4,1,1,1,14,0,0,0,0,0,0,15,2016
96, Anquan Boldin,DET,1.3,4,4,3,13,0,0,0,0,0,0,15,2016
97, Stefon Diggs,MIN,1.3,5,5,2,13,0,0,0,0,0,0,15,2016
98, Tyler Boyd,CIN,1.3,3,3,2,13,0,0,0,0,0,0,15,2016
99,. Cody Core,CIN,1.3,3,3,2,13,0,0,0,0,0,0,15,2016
100,. Jordan Norwood,DEN,1.2,1,1,1,12,0,0,0,0,0,2,15,2016
101,. Keith Mumphery,HOU,1.1,2,2,1,11,0,0,0,0,0,0,15,2016
102,. Chris Conley,KC,1.1,4,4,2,11,0,0,0,0,0,0,15,2016
103,. D. Green-Beckham,PHI,1.1,3,3,1,11,0,0,0,0,0,0,15,2016
104,. Sammy Watkins,BUF,1,4,4,1,10,0,0,0,0,0,0,15,2016
105,. Nelson Agholor,PHI,1,5,4,1,9,0,1,1,0,0,0,15,2016
106,. Tajae Sharpe,TEN,1,4,4,2,10,0,0,0,0,0,0,15,2016
107,. D. Thomas,KC,0.8,3,2,1,4,0,1,4,0,0,0,15,2016
108,. G. Allison,GB,0.7,1,1,1,7,0,0,0,0,0,0,15,2016
109,. Mike Thomas,LAR,0.6,4,4,1,6,0,0,0,0,0,0,15,2016
110,. Robert Woods,BUF,0.5,2,2,1,5,0,0,0,0,0,0,15,2016
111,. James Wright,CIN,0.5,1,1,1,5,0,0,0,0,0,0,15,2016
112,. Bryce Treggs,PHI,0.4,1,0,0,0,0,1,4,0,0,0,15,2016
113,. Quinton Patton,SF,0.3,2,2,2,3,0,0,0,0,0,0,15,2016
114,. Jarius Wright,MIN,0.2,2,2,1,2,0,0,0,0,0,0,15,2016
115,. Lucky Whitehead,DAL,-0.4,2,0,0,0,0,2,-4,0,0,0,15,2016
116,. Eric Weems,ATL,0,0,0,0,0,0,0,0,0,0,0,15,2016
117,. Harry Douglas,TEN,0,0,0,0,0,0,0,0,0,0,0,15,2016
118,. Matthew Slater,NE,0,0,0,0,0,0,0,0,0,0,0,15,2016
119,. Andre Roberts,DET,0,0,0,0,0,0,0,0,0,0,1,15,2016
120,. Arrelious Benn,JAC,0,0,0,0,0,0,0,0,0,0,0,15,2016
121,. Marc Mariani,TEN,0,0,0,0,0,0,0,0,0,0,0,15,2016
122,. Joe Webb,CAR,0,0,0,0,0,0,0,0,0,0,0,15,2016
123,. Randall Cobb,GB,0,1,1,0,0,0,0,0,0,0,0,15,2016
124,. Dwayne Harris,NYG,0,0,0,0,0,0,0,0,0,0,0,15,2016
125,. Brenton Bersin,CAR,0,0,0,0,0,0,0,0,0,0,0,15,2016
126,. Jermaine Kearse,SEA,0,2,2,0,0,0,0,0,0,0,0,15,2016
127,. M. Thomas,MIA,0,0,0,0,0,0,0,0,0,0,0,15,2016
128,. Adam Thielen,MIN,0,1,1,0,0,0,0,0,0,0,0,15,2016
129,. Paul Richardson,SEA,0,0,0,0,0,0,0,0,0,0,0,15,2016
130,. Cody Latimer,DEN,0,0,0,0,0,0,0,0,0,0,0,15,2016
131,. Marqise Lee,JAC,0,3,3,0,0,0,0,0,0,0,0,15,2016
132,. Josh Huff,TB,0,1,1,0,0,0,0,0,0,0,0,15,2016
133,. Jeff Janis,GB,0,0,0,0,0,0,0,0,0,0,0,15,2016
134,. Ryan Grant,WAS,0,0,0,0,0,0,0,0,0,0,0,15,2016
135,. Devin Street,IND,0,0,0,0,0,0,0,0,0,0,0,15,2016
136,. Isaiah Burse,LAC,0,0,0,0,0,0,0,0,0,0,0,15,2016
137,. Bennie Fowler,DEN,0,0,0,0,0,0,0,0,0,0,0,15,2016
138,. Albert Wilson,KC,0,1,1,0,0,0,0,0,0,0,0,15,2016
139,. Brandon Coleman,NO,0,1,1,0,0,0,0,0,0,0,0,15,2016
140,. Devin Funchess,CAR,0,3,3,0,0,0,0,0,0,0,0,15,2016
141,. B. Perriman,BAL,0,1,1,0,0,0,0,0,0,0,0,15,2016
