,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
36, Jeron Mastrud,LVR,0.8,2,2,1,8,0,0,0,0,0,0,1,2013
37, John Phillips,LAC,0.7,1,1,1,7,0,0,0,0,0,0,1,2013
38, Virgil Green,DEN,0.5,1,1,1,5,0,0,0,0,0,0,1,2013
39, Levine Toilolo,ATL,0.4,2,2,1,4,0,0,0,0,0,0,1,2013
40, Gary Barnidge,CLE,0.2,1,1,1,2,0,0,0,0,0,0,1,2013
41, M. Hoomanawanui,NE,0.2,2,2,1,2,0,0,0,0,0,0,1,2013
42, Dallas Clark,BAL,0,0,0,0,0,0,0,0,0,0,0,1,2013
43, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,1,2013
44, Billy Bajema,BAL,0,0,0,0,0,0,0,0,0,0,0,1,2013
45, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,1,2013
46, Dante Rosario,CHI,0,1,1,0,0,0,0,0,0,0,0,1,2013
47, Joel Dreessen,DEN,0,0,0,0,0,0,0,0,0,0,0,1,2013
48, Fred Davis,WAS,0,1,1,0,0,0,0,0,0,0,0,1,2013
49, Kellen Davis,SEA,0,0,0,0,0,0,0,0,0,0,0,1,2013
50, Craig Stevens,TEN,0,0,0,0,0,0,0,0,0,0,0,1,2013
51, Jacob Tamme,DEN,0,0,0,0,0,0,0,0,0,0,0,1,2013
52, Chase Coffman,ATL,0,0,0,0,0,0,0,0,0,0,0,1,2013
53, Bear Pascoe,NYG,0,0,0,0,0,0,0,0,0,0,0,1,2013
54, Kory Sperry,ARI,0,0,0,0,0,0,0,0,0,0,0,1,2013
55, Kevin Brock,KC,0,2,2,0,0,0,0,0,0,0,0,1,2013
56, Andrew Quarless,GB,0,0,0,0,0,0,0,0,0,0,0,1,2013
57, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,1,2013
58, Rob Housler,ARI,0,2,2,0,0,0,0,0,0,0,0,1,2013
59, Ryan Taylor,GB,0,1,1,0,0,0,0,0,0,0,0,1,2013
60, DJ Williams,JAC,0,1,1,0,0,0,0,0,0,0,0,1,2013
61, Lee Smith,BUF,0,1,1,0,0,0,0,0,0,0,0,1,2013
62, Allen Reisner,JAC,0,0,0,0,0,0,0,0,0,0,0,1,2013
63, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,2013
64, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2013
65, Larry Donnell,NYG,0,0,0,0,0,0,0,0,0,0,0,1,2013
66, Michael Egnew,MIA,0,1,1,0,0,0,0,0,0,0,0,1,2013
67, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,1,2013
68, Ladarius Green,LAC,0,0,0,0,0,0,0,0,0,0,0,1,2013
69, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,1,2013
70, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,1,2013
71, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,1,2013
72, Dominique Jones,IND,0,0,0,0,0,0,0,0,0,0,0,1,2013
73, Josh Hill,NO,0,0,0,0,0,0,0,0,0,0,0,1,2013
74, Zach Sudfeld,NE,0,0,0,0,0,0,0,0,0,0,0,1,2013
75, Joseph Fauria,DET,0,0,0,0,0,0,0,0,0,0,0,1,2013
76, MarQueis Gray,CLE,0,0,0,0,0,0,0,0,0,0,0,1,2013
77, Dion Sims,MIA,0,1,1,0,0,0,0,0,0,0,0,1,2013
78, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,1,2013
79, Gavin Escobar,DAL,0,0,0,0,0,0,0,0,0,0,0,1,2013
80, Jack Doyle,IND,0,0,0,0,0,0,0,0,0,0,0,1,2013
81, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,1,2013
0,Julius Thomas,DEN,32.4,19,19,13,144,3,0,0,0,0,0,2,2013
1,Joseph Fauria,DET,21.4,3,3,3,34,3,0,0,0,0,0,2,2013
2,Jeff Cumberland,NYJ,19.8,9,9,7,138,1,0,0,0,0,0,2,2013
3,Jason Witten,DAL,18.1,10,10,7,121,1,0,0,0,0,0,2,2013
4,Kyle Rudolph,MIN,15.7,11,11,9,97,1,0,0,0,0,0,2,2013
5,Vernon Davis,SF,14.8,6,6,3,88,1,0,0,0,0,0,2,2013
6,Dallas Clark,BAL,14.1,6,6,4,81,1,0,0,0,0,0,2,2013
7,Scott Chandler,BUF,10.7,4,4,2,47,1,0,0,0,0,0,2,2013
8,Tony Gonzalez,ATL,9.7,14,14,10,97,0,0,0,0,0,0,2,2013
9, Tim Wright,TB,9.1,9,9,7,91,0,0,0,0,0,0,2,2013
10, Heath Miller,PIT,8.4,7,7,6,84,0,0,0,0,0,0,2,2013
11, J. Finley,GB,7.5,7,7,3,75,0,0,0,0,0,0,2,2013
12, Levine Toilolo,ATL,7.5,2,2,2,15,1,0,0,0,0,0,2,2013
13, Antonio Gates,LAC,7.4,10,10,7,74,0,0,0,0,0,0,2,2013
14, M. Bennett,CHI,6.8,7,7,6,68,0,0,0,0,0,0,2,2013
15, Jordan Cameron,CLE,6.4,6,6,5,64,0,0,0,0,0,0,2,2013
16, Lance Kendricks,LAR,6.2,2,2,1,2,1,0,0,0,0,0,2,2013
17, Cory Harkey,LAR,6.2,1,1,1,2,1,0,0,0,0,0,2,2013
18, Benjamin Watson,NO,6.1,4,4,3,61,0,0,0,0,0,0,2,2013
19, Kellen Winslow,NYJ,6.1,1,1,1,1,1,0,0,0,0,0,2,2013
20, Owen Daniels,HOU,6,9,9,6,60,0,0,0,0,0,0,2,2013
21, M. Hoomanawanui,NE,5.7,4,4,4,57,0,0,0,0,0,0,2,2013
22, Jared Cook,LAR,4.5,2,2,2,45,0,0,0,0,0,0,2,2013
23, Garrett Graham,HOU,4,9,9,5,40,0,0,0,0,0,0,2,2013
24, B. Pettigrew,DET,3.6,4,4,4,36,0,0,0,0,0,0,2,2013
25, Delanie Walker,TEN,2.9,5,5,4,29,0,0,0,0,0,0,2,2013
26, Clay Harbor,JAC,2.9,3,3,2,29,0,0,0,0,0,0,2,2013
27, Gavin Escobar,DAL,2.5,3,3,1,25,0,0,0,0,0,0,2,2013
28, Greg Olsen,CAR,1.9,4,4,2,19,0,0,0,0,0,0,2,2013
29, Ryan Griffin,HOU,1.8,3,3,2,18,0,0,0,0,0,0,2,2013
30, Luke Willson,SEA,1.7,3,3,2,17,0,0,0,0,0,0,2,2013
31, Mychal Rivera,LVR,1.5,6,6,3,15,0,0,0,0,0,0,2,2013
32, Bear Pascoe,NYG,1.4,2,2,1,14,0,0,0,0,0,0,2,2013
33, Jeron Mastrud,LVR,1.3,2,2,1,13,0,0,0,0,0,0,2,2013
34, Zach Ertz,PHI,1.3,6,6,3,13,0,0,0,0,0,0,2,2013
35, Tyler Eifert,CIN,1.3,3,3,2,13,0,0,0,0,0,0,2,2013
36, John Carlson,MIN,1.2,2,2,2,12,0,0,0,0,0,0,2,2013
37, Brent Celek,PHI,1,1,1,1,10,0,0,0,0,0,0,2,2013
38, MarQueis Gray,CLE,1,1,0,0,0,0,1,10,0,0,0,2,2013
39, Kevin Brock,KC,0.9,1,1,1,9,0,0,0,0,0,0,2,2013
40, Gary Barnidge,CLE,0.6,3,3,2,6,0,0,0,0,0,0,2,2013
41, J. Gresham,CIN,0.5,4,4,2,5,0,0,0,0,0,0,2,2013
42, Joel Dreessen,DEN,0.4,1,1,1,4,0,0,0,0,0,0,2,2013
43, James Hanna,DAL,0.3,1,1,1,3,0,0,0,0,0,0,2,2013
44, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,2,2013
45, Billy Bajema,BAL,0,1,1,1,0,0,0,0,0,0,0,2,2013
46, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,2,2013
47, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,2,2013
48, Kellen Davis,SEA,0,1,1,0,0,0,0,0,0,0,0,2,2013
49, Craig Stevens,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2013
50, Jacob Tamme,DEN,0,0,0,0,0,0,0,0,0,0,0,2,2013
51, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,2,2013
52, John Phillips,LAC,0,0,0,0,0,0,0,0,0,0,0,2,2013
53, Brandon Myers,NYG,0,1,1,0,0,0,0,0,0,0,0,2,2013
54, D. Johnson,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2013
55, Tom Crabtree,TB,0,1,1,0,0,0,0,0,0,0,0,2,2013
56, Jimmy Graham,NO,0,6,6,0,0,0,0,0,0,0,0,2,2013
57, Ed Dickson,BAL,0,0,0,0,0,0,0,0,0,0,0,2,2013
58, Andrew Quarless,GB,0,0,0,0,0,0,0,0,0,0,0,2,2013
59, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2013
60, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,2,2013
61, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,2,2013
62, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,2,2013
63, DJ Williams,JAC,0,0,0,0,0,0,0,0,0,0,0,2,2013
64, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,2,2013
65, Konrad Reuland,NYJ,0,2,2,0,0,0,0,0,0,0,0,2,2013
66, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,2,2013
67, Larry Donnell,NYG,0,1,1,0,0,0,0,0,0,0,0,2,2013
68, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2013
69, Ladarius Green,LAC,0,1,1,0,0,0,0,0,0,0,0,2,2013
70, Rhett Ellison,MIN,0,0,0,0,0,0,0,0,0,0,0,2,2013
71, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2013
72, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,2,2013
73, Brandon Bostick,GB,0,0,0,0,0,0,0,0,0,0,0,2,2013
74, Sean McGrath,KC,0,3,3,0,0,0,0,0,0,0,0,2,2013
75, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,2,2013
76, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2013
77, Josh Hill,NO,0,0,0,0,0,0,0,0,0,0,0,2,2013
78, Zach Sudfeld,NYJ,0,0,0,0,0,0,0,0,0,0,0,2,2013
79, Chris Gragg,BUF,0,0,0,0,0,0,0,0,0,0,0,2,2013
80, Vance McDonald,SF,0,0,0,0,0,0,0,0,0,0,0,2,2013
81, B. Williams,CAR,0,0,0,0,0,0,0,0,0,0,0,2,2013
82, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,2,2013
0,Vernon Davis,SF,36.2,19,19,12,242,2,0,0,0,0,0,3,2013
1,Jordan Reed,WAS,25.2,15,15,13,192,1,0,0,0,0,0,3,2013
2,J. Finley,GB,13.2,5,5,5,72,1,0,0,0,0,0,3,2013
3,Jordan Cameron,CLE,11.5,9,9,7,55,1,0,0,0,0,0,3,2013
4,Rob Gronkowski,NE,11.4,17,17,8,114,0,0,0,0,0,0,3,2013
5,Delanie Walker,TEN,11.2,5,5,3,52,1,0,0,0,0,0,3,2013
6,Tyler Eifert,CIN,10.5,4,4,3,45,1,0,0,0,0,0,3,2013
7,Zach Miller,SEA,10,7,7,5,40,1,0,0,0,0,0,3,2013
8,Rob Housler,ARI,8.5,12,12,11,85,0,0,0,0,0,1,3,2013
9, Heath Miller,PIT,7.7,4,4,2,17,1,0,0,0,0,1,3,2013
10, Jason Witten,DAL,7.5,11,11,7,75,0,0,0,0,0,0,3,2013
11, Dallas Clark,BAL,6.9,4,4,3,9,1,0,0,0,0,0,3,2013
12, M. Bennett,CHI,6.7,3,3,1,7,1,0,0,0,0,0,3,2013
13, B. Pettigrew,DET,6.7,7,7,3,7,1,0,0,0,0,0,3,2013
14, Charles Clay,MIA,6.7,3,3,1,7,1,0,0,0,0,0,3,2013
15, Ladarius Green,LAC,6.5,4,4,3,65,0,0,0,0,0,0,3,2013
16, J. Gresham,CIN,6.4,5,5,4,64,0,0,0,0,0,0,3,2013
17, Kellen Davis,SEA,6.1,1,1,1,1,1,0,0,0,0,0,3,2013
18, Antonio Gates,LAC,5.9,14,14,10,59,0,0,0,0,0,0,3,2013
19, Greg Olsen,CAR,4.7,4,4,4,47,0,0,0,0,0,0,3,2013
20, Jeff Cumberland,NYJ,4.1,7,7,3,41,0,0,0,0,0,0,3,2013
21, Garrett Graham,HOU,3.8,8,8,3,38,0,0,0,0,0,0,3,2013
22, Jared Cook,LAR,3.3,7,7,4,33,0,0,0,0,0,0,3,2013
23, Zach Ertz,PHI,3.3,5,5,3,33,0,0,0,0,0,0,3,2013
24, Marcedes Lewis,JAC,3.1,3,3,1,31,0,0,0,0,0,0,3,2013
25, Tony Gonzalez,ATL,3,4,4,2,30,0,0,0,0,0,0,3,2013
26, Anthony Fasano,KC,2.7,5,5,4,27,0,0,0,0,0,0,3,2013
27, Vance McDonald,SF,2.7,3,3,2,27,0,0,0,0,0,0,3,2013
28, Luke Willson,SEA,2.3,2,2,1,23,0,0,0,0,0,0,3,2013
29, Scott Chandler,BUF,1.8,3,3,2,18,0,0,0,0,0,0,3,2013
30, Lee Smith,BUF,1.8,1,1,1,18,0,0,0,0,0,0,3,2013
31, Ed Dickson,BAL,1.7,2,2,2,17,0,0,0,0,0,0,3,2013
32, David Paulson,PIT,1.7,1,1,1,17,0,0,0,0,0,0,3,2013
33, Coby Fleener,IND,1.6,6,6,3,16,0,0,0,0,0,0,3,2013
34, Tim Wright,TB,1.5,3,3,2,15,0,0,0,0,0,0,3,2013
35, Joseph Fauria,DET,1.5,4,4,1,15,0,0,0,0,0,0,3,2013
36, Tom Crabtree,TB,1.4,2,2,1,14,0,0,0,0,0,0,3,2013
37, Cory Harkey,LAR,1.4,2,2,2,14,0,0,0,0,0,0,3,2013
38, Jim Dray,ARI,1.2,4,4,2,12,0,0,0,0,0,0,3,2013
39, Brent Celek,PHI,0.9,4,4,1,9,0,0,0,0,0,0,3,2013
40, Lance Kendricks,LAR,0.7,3,3,2,7,0,0,0,0,0,0,3,2013
41, John Phillips,LAC,0.5,1,1,1,5,0,0,0,0,0,0,3,2013
42, Sean McGrath,KC,0.1,2,2,1,1,0,0,0,0,0,0,3,2013
43, MarQueis Gray,CLE,-0.2,2,1,0,0,0,1,-2,0,0,0,3,2013
44, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2013
45, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,3,2013
46, Dante Rosario,CHI,0,0,0,0,0,0,0,0,0,0,0,3,2013
47, Fred Davis,WAS,0,0,0,0,0,0,0,0,0,0,0,3,2013
48, Craig Stevens,TEN,0,0,0,0,0,0,0,0,0,0,0,3,2013
49, Gary Barnidge,CLE,0,1,1,0,0,0,0,0,0,0,0,3,2013
50, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,3,2013
51, James Casey,PHI,0,0,0,0,0,0,0,0,0,0,0,3,2013
52, Kory Sperry,ARI,0,0,0,0,0,0,0,0,0,0,0,3,2013
53, Andrew Quarless,GB,0,1,1,0,0,0,0,0,0,0,0,3,2013
54, M. Hoomanawanui,NE,0,0,0,0,0,0,0,0,0,0,0,3,2013
55, Clay Harbor,JAC,0,0,0,0,0,0,0,0,0,0,0,3,2013
56, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,3,2013
57, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2013
58, Logan Paulsen,WAS,0,1,1,0,0,0,0,0,0,0,0,3,2013
59, DJ Williams,JAC,0,0,0,0,0,0,0,0,0,0,0,3,2013
60, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,3,2013
61, Andre P. Smith,DAL,0,0,0,0,0,0,0,0,0,0,0,3,2013
62, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,3,2013
63, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,3,2013
64, Michael Egnew,MIA,0,0,0,0,0,0,0,0,0,0,0,3,2013
65, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,3,2013
66, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,3,2013
67, Brandon Bostick,GB,0,0,0,0,0,0,0,0,0,0,0,3,2013
68, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,3,2013
69, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,3,2013
70, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,3,2013
71, Dominique Jones,IND,0,0,0,0,0,0,0,0,0,0,0,3,2013
72, Zach Sudfeld,NYJ,0,0,0,0,0,0,0,0,0,0,0,3,2013
73, Chris Gragg,BUF,0,0,0,0,0,0,0,0,0,0,0,3,2013
74, Ryan Griffin,HOU,0,0,0,0,0,0,0,0,0,0,0,3,2013
75, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,3,2013
76, Dion Sims,MIA,0,0,0,0,0,0,0,0,0,0,0,3,2013
77, Levine Toilolo,ATL,0,0,0,0,0,0,0,0,0,0,0,3,2013
78, Gavin Escobar,DAL,0,1,1,0,0,0,0,0,0,0,0,3,2013
79, Jack Doyle,IND,0,0,0,0,0,0,0,0,0,0,0,3,2013
80, James Hanna,DAL,0,1,1,0,0,0,0,0,0,0,0,3,2013
0,Jimmy Graham,NO,15.7,3,3,3,37,2,0,0,0,0,0,4,2013
1,Julius Thomas,DEN,13,9,9,8,70,1,0,0,0,0,0,4,2013
2,Vernon Davis,SF,11.2,4,4,3,52,1,0,0,0,0,0,4,2013
3,Tim Wright,TB,10.8,8,8,5,48,1,0,0,0,0,0,4,2013
4,Coby Fleener,IND,9.8,5,5,5,38,1,0,0,0,0,0,4,2013
5,Jordan Reed,WAS,9,14,14,8,90,0,0,0,0,0,0,4,2013
6,Greg Olsen,CAR,8.1,4,4,3,21,1,0,0,0,0,0,4,2013
7,Jordan Cameron,CLE,8.1,4,4,4,81,0,0,0,0,0,0,4,2013
8,Kyle Rudolph,MIN,7.8,13,13,7,78,0,0,0,0,0,0,4,2013
9, J. Gresham,CIN,7.4,3,3,2,14,1,0,0,0,0,0,4,2013
10, Scott Chandler,BUF,7.2,11,11,7,72,0,0,0,0,0,0,4,2013
11, Joel Dreessen,DEN,6.9,2,2,2,9,1,0,0,0,0,0,4,2013
12, Brandon Myers,NYG,5.7,7,7,5,57,0,0,0,0,0,0,4,2013
13, Benjamin Watson,NO,4.5,3,3,3,45,0,0,0,0,0,0,4,2013
14, Charles Clay,MIA,3.8,9,8,5,37,0,1,1,0,0,0,4,2013
15, B. Pettigrew,DET,3.1,6,6,3,31,0,0,0,0,0,0,4,2013
16, Jared Cook,LAR,3.1,6,6,3,31,0,0,0,0,0,0,4,2013
17, Rob Gronkowski,NE,2.7,5,5,2,27,0,0,0,0,0,0,4,2013
18, Tony Gonzalez,ATL,2.6,8,8,3,26,0,0,0,0,0,0,4,2013
19, Sean McGrath,KC,2.5,2,2,2,25,0,0,0,0,0,0,4,2013
20, Lance Kendricks,LAR,2.3,5,5,2,23,0,0,0,0,0,0,4,2013
21, Tyler Eifert,CIN,2.3,4,4,2,23,0,0,0,0,0,0,4,2013
22, Jacob Tamme,DEN,2.2,2,2,2,22,0,0,0,0,0,0,4,2013
23, Heath Miller,PIT,1.9,6,6,3,19,0,0,0,0,0,0,4,2013
24, Brent Celek,PHI,1.7,3,3,2,17,0,0,0,0,0,0,4,2013
25, Josh Hill,NO,1.7,2,2,2,17,0,0,0,0,0,0,4,2013
26, Jason Witten,DAL,1.5,2,2,2,15,0,0,0,0,0,0,4,2013
27, Anthony Fasano,KC,1.4,3,3,2,14,0,0,0,0,0,0,4,2013
28, Zach Miller,SEA,1.4,3,3,2,14,0,0,0,0,0,0,4,2013
29, Rob Housler,ARI,1.4,1,1,1,14,0,0,0,0,0,0,4,2013
30, Andrew Quarless,GB,1.3,2,2,2,13,0,0,0,0,0,0,4,2013
31, John Carlson,MIN,1.2,4,4,2,12,0,0,0,0,0,0,4,2013
32, Richie Brockel,CAR,1.2,1,1,1,12,0,0,0,0,0,0,4,2013
33, James Hanna,DAL,1.2,2,2,2,12,0,0,0,0,0,0,4,2013
34, James Casey,PHI,1.1,1,1,1,11,0,0,0,0,0,0,4,2013
35, Michael Egnew,MIA,1.1,2,2,1,11,0,0,0,0,0,0,4,2013
36, Zach Sudfeld,NYJ,1,2,2,2,10,0,0,0,0,0,0,4,2013
37, Jeff Cumberland,NYJ,0.9,2,2,1,9,0,0,0,0,0,0,4,2013
38, Jeron Mastrud,LVR,0.9,1,1,1,9,0,0,0,0,0,0,4,2013
39, Clay Harbor,JAC,0.7,1,1,1,7,0,0,0,0,0,0,4,2013
40, Jack Doyle,IND,0.7,2,2,1,7,0,0,0,0,0,0,4,2013
41, Marcedes Lewis,JAC,0.6,3,3,1,6,0,0,0,0,0,1,4,2013
42, Levine Toilolo,ATL,0.6,3,3,3,6,0,0,0,0,0,0,4,2013
43, MarQueis Gray,CLE,0.5,1,1,1,5,0,0,0,0,0,0,4,2013
44, Zach Ertz,PHI,0.5,3,3,1,5,0,0,0,0,0,0,4,2013
45, Bear Pascoe,NYG,0.4,2,2,1,4,0,0,0,0,0,0,4,2013
46, Dion Sims,MIA,0.4,2,2,1,4,0,0,0,0,0,0,4,2013
47, Gary Barnidge,CLE,0.3,1,1,1,3,0,0,0,0,0,0,4,2013
48, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,4,2013
49, Alex Smith,CIN,0,0,0,0,0,0,0,0,0,0,0,4,2013
50, Kellen Davis,SEA,0,0,0,0,0,0,0,0,0,0,0,4,2013
51, M. Mulligan,NE,0,0,0,0,0,0,0,0,0,0,0,4,2013
52, Chase Coffman,ATL,0,2,2,0,0,0,0,0,0,0,0,4,2013
53, Tom Crabtree,TB,0,2,2,1,0,0,0,0,0,0,0,4,2013
54, M. Hoomanawanui,NE,0,0,0,0,0,0,0,0,0,0,0,4,2013
55, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,4,2013
56, Michael Palmer,PIT,0,0,0,0,0,0,0,0,0,0,0,4,2013
57, Logan Paulsen,WAS,0,1,1,0,0,0,0,0,0,0,0,4,2013
58, Virgil Green,DEN,0,1,1,0,0,0,0,0,0,0,0,4,2013
59, DJ Williams,JAC,0,0,0,0,0,0,0,0,0,0,0,4,2013
60, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,4,2013
61, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,4,2013
62, Andre P. Smith,DAL,0,0,0,0,0,0,0,0,0,0,0,4,2013
63, Konrad Reuland,NYJ,0,0,0,0,0,0,0,0,0,0,0,4,2013
64, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,4,2013
65, Larry Donnell,NYG,0,2,2,0,0,0,0,0,0,0,0,4,2013
66, Rhett Ellison,MIN,0,0,0,0,0,0,0,0,0,0,0,4,2013
67, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,4,2013
68, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,4,2013
69, Brandon Bostick,GB,0,0,0,0,0,0,0,0,0,0,0,4,2013
70, Bradley Sowell,ARI,0,0,0,0,0,0,0,0,0,0,0,4,2013
71, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,4,2013
72, Cory Harkey,LAR,0,1,1,0,0,0,0,0,0,0,0,4,2013
73, Joseph Fauria,DET,0,0,0,0,0,0,0,0,0,0,0,4,2013
74, Chris Gragg,BUF,0,0,0,0,0,0,0,0,0,0,0,4,2013
75, D.C. Jefferson,ARI,0,0,0,0,0,0,0,0,0,0,0,4,2013
76, J. Stoneburner,GB,0,0,0,0,0,0,0,0,0,0,0,4,2013
77, Luke Willson,SEA,0,0,0,0,0,0,0,0,0,0,0,4,2013
78, Vance McDonald,SF,0,0,0,0,0,0,0,0,0,0,0,4,2013
79, Nick Kasa,LVR,0,0,0,0,0,0,0,0,0,0,0,4,2013
80, Mychal Rivera,LVR,0,1,1,0,0,0,0,0,0,0,0,4,2013
81, Gavin Escobar,DAL,0,0,0,0,0,0,0,0,0,0,0,4,2013
0,Jimmy Graham,NO,23.6,12,12,9,116,2,0,0,0,0,0,5,2013
1,Rob Gronkowski,NE,20.3,10,10,9,143,1,0,0,0,0,0,5,2013
2,John Carlson,MIN,18.1,13,13,11,121,1,0,0,0,0,0,5,2013
3,Jordan Reed,WAS,17.7,15,14,10,99,1,1,18,0,0,0,5,2013
4,Jason Witten,DAL,16.2,10,10,8,102,1,0,0,0,0,0,5,2013
5,Tony Gonzalez,ATL,14.1,7,7,6,81,1,0,0,0,0,0,5,2013
6,Greg Olsen,CAR,12.6,5,5,4,66,1,0,0,0,0,0,5,2013
7,Tim Wright,TB,11.8,4,4,4,58,1,0,0,0,0,0,5,2013
8,Zach Ertz,PHI,10.2,6,6,5,42,1,0,0,0,0,0,5,2013
9, Jared Cook,LAR,9.6,6,6,3,36,1,0,0,0,0,0,5,2013
10, Kyle Rudolph,MIN,9.5,2,2,2,35,1,0,0,0,0,0,5,2013
11, Brent Celek,PHI,8.7,4,4,3,27,1,0,0,0,0,0,5,2013
12, Logan Paulsen,WAS,7.2,6,6,5,12,1,0,0,0,0,0,5,2013
13, Gary Barnidge,CLE,6.4,1,1,1,4,1,0,0,0,0,0,5,2013
14, Coby Fleener,IND,6.4,5,5,3,64,0,0,0,0,0,0,5,2013
15, Tom Crabtree,TB,6.2,1,1,1,2,1,0,0,0,0,0,5,2013
16, Antonio Gates,LAC,5.3,10,10,6,53,0,0,0,0,0,0,5,2013
17, Zach Miller,SEA,4.9,5,5,3,49,0,0,0,0,0,0,5,2013
18, Garrett Graham,HOU,4.6,6,6,4,46,0,0,0,0,0,0,5,2013
19, Zach Sudfeld,NYJ,4.6,4,4,2,46,0,0,0,0,0,0,5,2013
20, Heath Miller,PIT,4.3,5,5,4,43,0,0,0,0,0,0,5,2013
21, M. Bennett,CHI,3.6,8,8,4,36,0,0,0,0,0,0,5,2013
22, Mychal Rivera,LVR,3.6,5,5,4,36,0,0,0,0,0,0,5,2013
23, Charles Clay,MIA,3.5,4,3,3,22,0,1,13,0,0,0,5,2013
24, Andrew Quarless,GB,3.4,7,7,5,34,0,0,0,0,0,0,5,2013
25, J. Gresham,CIN,3.3,7,7,3,33,0,0,0,0,0,0,5,2013
26, Scott Chandler,BUF,2.6,9,9,3,26,0,0,0,0,0,0,5,2013
27, James Hanna,DAL,2.1,1,1,1,21,0,0,0,0,0,0,5,2013
28, Anthony Fasano,KC,2,1,1,1,20,0,0,0,0,0,0,5,2013
29, M. Hoomanawanui,NE,1.7,2,2,1,17,0,0,0,0,0,0,5,2013
30, Dallas Clark,BAL,1.4,1,1,1,14,0,0,0,0,0,0,5,2013
31, Tyler Eifert,CIN,1.4,4,4,3,14,0,0,0,0,0,0,5,2013
32, Delanie Walker,TEN,1.3,2,2,2,13,0,0,0,0,0,0,5,2013
33, Lance Kendricks,LAR,1.3,4,4,3,13,0,0,0,0,0,0,5,2013
34, Michael Egnew,MIA,1.3,1,1,1,13,0,0,0,0,0,0,5,2013
35, Ladarius Green,LAC,1,1,1,1,10,0,0,0,0,0,0,5,2013
36, Niles Paul,WAS,0.6,2,2,1,6,0,0,0,0,0,0,5,2013
37, Jordan Cameron,CLE,0.4,5,5,1,4,0,0,0,0,0,0,5,2013
38, Ed Dickson,BAL,0.3,3,3,1,3,0,0,0,0,0,0,5,2013
